energy,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_m,loudness,valence,Genre
Medium,Andante,Low,High,High,4,Medium,FA Major,[1 - 2.99],[0 - 19.99],High,Jazz
High,Andante,Low,Low,Low,4,Low,LA Minor,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
High,Vivace,Low,Low,Low,4,Low,DO Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Vivace,Low,Low,High,4,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Medium,High,Low,4,Medium,DO Major,<1,[0 - 19.99],High,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Low,Andante,Low,High,Low,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Moderato,Low,Low,Medium-High,4,Low,RE Major,[5 - 9.99],[0 - 19.99],Low,Jazz
High,Vivace,Medium-Low,Low,Low,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Vivace,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Lento,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,R&B
Medium-High,Vivace,Low,Low,Low,4,High,MI Major,[3 - 4.99],[0 - 19.99],High,Blues
Medium-Low,Moderato,Low,High,Low,4,Medium,FA Minor,[5 - 9.99],[0 - 19.99],Medium,Rap
Medium-High,Moderato,Low,Low,High,4,High,SI Minor,[5 - 9.99],[0 - 19.99],High,Pop/Rock
Medium-High,Moderato,Low,Low,Medium,4,High,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Andante,Low,Low,Low,4,Low,RE Minor,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium,Moderato,Low,High,Low,3,Low,SOL Major,[5 - 9.99],[0 - 19.99],Low,Country
High,Vivace,Low,Low,Low,4,Low,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Blues
Medium-Low,Moderato,Low,Low,High,4,High,DO Major,>10,[0 - 19.99],Low,Jazz
Medium-Low,Moderato,Low,High,High,4,Low,RE Minor,>10,[0 - 19.99],Low,Jazz
High,Vivace,Low,Low,Medium-Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,Low,4,Low,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-Low,Moderato,Medium-Low,Medium-Low,Low,3,High,DO Major,[1 - 2.99],[0 - 19.99],High,Electronic
High,Presto,Medium-Low,Medium-Low,Low,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Vivace,Low,Medium-Low,High,4,High,LA Minor,[5 - 9.99],[0 - 19.99],Low,Blues
High,Moderato,Low,Low,Low,4,Low,RE Major,<1,[0 - 19.99],Low,Pop/Rock
Medium-High,Andante,Low,High,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Jazz
Medium-High,Vivace,Low,Medium,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,RE Major,[5 - 9.99],[0 - 19.99],Low,Blues
Medium-Low,Andante,Low,High,Low,4,High,FA Major,[3 - 4.99],[0 - 19.99],Medium-High,Country
High,Moderato,Low,Low,Low,4,Medium,DO Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Medium-Low,Medium-High,Medium-Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Medium-Low,High,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium,Blues
High,Vivace,Medium-Low,Low,Low,4,Low,FA Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Low,Medium-High,4,Medium,SOL Minor,[3 - 4.99],[0 - 19.99],High,Blues
Medium,Andante,Low,Medium-High,Medium-High,3,Medium,RE Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Medium-High,Low,4,Medium,SI Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Vivace,Low,Medium,Low,4,Medium,SOL Minor,[3 - 4.99],[0 - 19.99],Medium-High,Rap
Medium,Andante,Low,Low,Low,4,Medium,SOL Major,[1 - 2.99],[0 - 19.99],Medium-High,Blues
Medium-Low,Andante,Low,Medium-High,High,3,Low,RE Major,[5 - 9.99],[20 - 39.99],Low,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,LA Major,[5 - 9.99],[0 - 19.99],High,Blues
Medium-Low,Vivace,Low,High,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Vivace,Low,Low,Low,4,Medium,MI Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Andante,Low,Medium-Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Low,Moderato,Low,High,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Andante,Medium-Low,Medium-Low,Low,4,Medium,FA Major,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Electronic
High,Vivace,Low,Low,Low,4,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Low,Moderato,Low,High,High,4,Medium,LA Minor,[5 - 9.99],[20 - 39.99],Low,Jazz
High,Moderato,Low,Low,High,4,High,SI Minor,[5 - 9.99],[0 - 19.99],High,Blues
High,Moderato,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-Low,Andante,Low,Medium,Low,4,High,SOL Major,[1 - 2.99],[0 - 19.99],Medium,Country
High,Andante,Low,Low,Low,4,Medium,SI Minor,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Moderato,Low,Medium-High,Low,4,Medium,DO Minor,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Vivace,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Andante,Low,Low,Low,4,Medium,RE Minor,[3 - 4.99],[0 - 19.99],Medium,Country
High,Moderato,Low,Low,Low,5,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Low,Moderato,Low,High,High,3,Medium,FA Major,[1 - 2.99],[20 - 39.99],Medium-Low,Jazz
Medium-High,Andante,Low,Medium-Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Andante,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,High,SI Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Vivace,Medium-Low,Low,Low,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Moderato,Low,Low,High,4,High,RE Major,[5 - 9.99],[0 - 19.99],Medium-Low,R&B
Medium-Low,Presto,Low,High,High,3,Low,LA Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Blues
High,Vivace,Low,Low,Low,4,Low,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],High,R&B
Medium,Andante,Low,Low,Low,4,High,LA Minor,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,High,RE Major,[1 - 2.99],[0 - 19.99],High,Blues
Medium,Moderato,Low,Low,High,4,High,DO Minor,[5 - 9.99],[0 - 19.99],Medium,Rap
Medium-High,Moderato,Low,Low,Low,4,Medium,DO Major,[5 - 9.99],[0 - 19.99],High,Pop/Rock
Medium-High,Andante,Low,Low,Medium,4,Medium,RE Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Andante,Low,Low,Low,4,Low,RE Major,[5 - 9.99],[0 - 19.99],Low,Country
Medium,Moderato,Low,Medium-High,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-High,Blues
Medium-Low,Moderato,Low,Medium-High,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Blues
Medium,Andante,Low,Medium-Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium,Blues
Medium-High,Moderato,Low,Medium-High,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Moderato,Low,Medium,Low,4,High,SI Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Andante,High,High,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Moderato,Low,Low,Low,4,Medium,MI Major,[5 - 9.99],[0 - 19.99],Medium,Blues
High,Moderato,Low,Low,Low,4,Medium,LA Minor,[1 - 2.99],[0 - 19.99],High,Rap
High,Moderato,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium,Reggae
High,Moderato,Low,Low,Low,4,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Rap
Medium-Low,Andante,Low,High,High,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Jazz
High,Vivace,Low,Low,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Andante,Low,Medium-High,Low,4,Medium,RE Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Andante,Low,Medium-Low,Medium-Low,4,High,RE Minor,[3 - 4.99],[0 - 19.99],Medium-High,R&B
Medium,Moderato,Low,Medium-High,Low,4,High,LA Minor,[3 - 4.99],[0 - 19.99],Medium,Country
Low,Andante,Low,Medium-High,High,3,Low,RE Minor,[1 - 2.99],[0 - 19.99],Low,Country
Medium-Low,Andante,Low,Medium-High,Low,3,Low,SI Major,[1 - 2.99],[0 - 19.99],Low,Jazz
High,Moderato,Low,Low,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-Low,Andante,High,High,Low,3,Medium,SOL Major,<1,[0 - 19.99],Medium-High,Pop/Rock
Medium,Moderato,Low,Medium,Low,4,Medium,SOL Minor,[1 - 2.99],[0 - 19.99],Medium,Country
Medium-Low,Vivace,Low,High,Medium-Low,4,Medium,FA Minor,[5 - 9.99],[0 - 19.99],Medium-High,Blues
Medium-Low,Moderato,Low,Medium-Low,Low,4,Medium,SOL Minor,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
Low,Lento,Low,High,High,4,Medium,RE Major,[3 - 4.99],[20 - 39.99],Low,Blues
Medium-Low,Moderato,Low,High,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Blues
High,Vivace,Low,Low,High,3,Low,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Jazz
High,Moderato,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],High,Electronic
Medium-High,Vivace,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Low,Andante,Low,High,Medium-Low,3,Low,DO Major,[1 - 2.99],[0 - 19.99],Low,Pop/Rock
Medium,Moderato,Low,Low,Low,4,Medium,MI Minor,[5 - 9.99],[0 - 19.99],Medium-High,R&B
Medium,Andante,Low,Low,Low,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Vivace,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],High,R&B
Medium-High,Vivace,Low,Medium-High,Medium-High,4,Medium,SI Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Low,Moderato,Low,High,High,3,Medium,FA Major,[3 - 4.99],[20 - 39.99],Low,Jazz
Medium-Low,Moderato,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-Low,Blues
Medium-Low,Andante,Low,High,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium-Low,Country
Medium-High,Moderato,Low,Medium-High,Medium-High,1,Low,DO Minor,<1,[0 - 19.99],Medium-Low,Jazz
Medium,Moderato,Low,Low,Low,4,High,LA Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Electronic
High,Moderato,Medium-Low,Low,Low,4,Medium,SOL Minor,[1 - 2.99],[0 - 19.99],Medium-High,Blues
Medium-High,Andante,Low,Low,Low,4,Medium,FA Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Low,Andante,Low,High,Low,4,Low,SOL Minor,[3 - 4.99],[0 - 19.99],Low,Country
Medium-Low,Andante,Low,High,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Low,Country
Low,Andante,Low,High,Low,4,Medium,RE Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Blues
Medium-Low,Andante,Low,Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Blues
Medium-High,Moderato,Low,Low,High,4,High,SI Major,[5 - 9.99],[0 - 19.99],Medium,R&B
Medium,Lento,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],High,Rap
Medium-High,Moderato,Low,Low,Low,4,Medium,DO Major,[5 - 9.99],[0 - 19.99],Medium-Low,R&B
Medium,Moderato,Low,Low,Low,4,High,LA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Moderato,Low,Low,Medium,4,High,FA Minor,[5 - 9.99],[0 - 19.99],High,Rap
Medium-Low,Moderato,Low,High,High,3,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Electronic
High,Vivace,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Low,Vivace,Medium-High,Low,Low,3,Medium,FA Minor,[3 - 4.99],[0 - 19.99],Low,Rap
Medium-Low,Andante,Low,High,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Vivace,Low,Low,Low,4,Low,SI Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Presto,Low,Medium-High,Low,4,Medium,MI Major,<1,[0 - 19.99],Medium-High,Country
Medium,Andante,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Low,Andante,Low,High,High,4,Low,DO Minor,[1 - 2.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Moderato,Low,Medium-Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-Low,Andante,Low,Medium-High,Low,4,Medium,SOL Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Low,Medium-High,4,High,DO Major,[5 - 9.99],[0 - 19.99],Medium-High,Country
Medium,Andante,Low,Low,Low,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Low,Country
Medium-Low,Andante,Low,Medium-High,Low,3,Low,MI Major,[1 - 2.99],[0 - 19.99],Medium-Low,Blues
Medium-High,Vivace,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Medium,Low,4,High,MI Minor,[3 - 4.99],[0 - 19.99],High,R&B
Medium-High,Andante,Low,Low,Medium-Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Low,Vivace,Low,High,High,4,Medium,SOL Major,[1 - 2.99],[0 - 19.99],Medium-Low,Rap
Low,Andante,Low,High,Low,3,Medium,RE Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Country
Medium,Moderato,Low,Medium,Low,4,High,DO Major,[1 - 2.99],[0 - 19.99],High,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Low,LA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Medium,Blues
High,Moderato,Low,Low,High,4,Medium,SI Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Presto,Medium,Low,Low,3,Medium,SI Minor,[3 - 4.99],[0 - 19.99],High,Electronic
High,Andante,Low,Low,Low,4,Low,LA Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-Low,Andante,Low,Medium-High,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
High,Andante,Low,Low,Medium,4,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Moderato,Low,Low,Low,4,Medium,FA Major,[1 - 2.99],[0 - 19.99],High,Pop/Rock
Medium-Low,Moderato,Low,High,Low,4,Medium,SOL Major,[1 - 2.99],[0 - 19.99],Medium,R&B
Medium,Andante,Low,Low,Medium-High,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,High,Low,4,Medium,SOL Major,[5 - 9.99],[0 - 19.99],Medium-Low,Blues
Medium-High,Vivace,Low,Medium,Low,4,High,SOL Minor,[3 - 4.99],[0 - 19.99],Medium-High,R&B
Medium-High,Moderato,Low,Medium,Low,4,High,SOL Major,[5 - 9.99],[0 - 19.99],High,Pop/Rock
Low,Moderato,Low,High,High,3,Medium,MI Major,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Country
High,Moderato,Low,Low,High,4,High,FA Minor,[5 - 9.99],[0 - 19.99],Medium-High,Country
High,Vivace,Low,Low,Low,4,Medium,MI Minor,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,Low,High,Low,3,Low,FA Major,[3 - 4.99],[0 - 19.99],Low,Jazz
Medium-Low,Andante,Low,High,High,4,Low,RE Major,[1 - 2.99],[0 - 19.99],Low,Jazz
High,Moderato,Low,Low,High,4,High,LA Major,[5 - 9.99],[0 - 19.99],Low,Rap
High,Moderato,Low,Low,Medium,4,Medium,MI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Low,Andante,Low,High,Low,5,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-Low,Jazz
Medium,Vivace,Low,Low,Low,4,Low,RE Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium,Moderato,Low,Medium-High,Low,4,Medium,SI Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,RE Major,[5 - 9.99],[0 - 19.99],Medium-Low,Rap
High,Vivace,Low,Low,Low,4,Medium,RE Minor,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
High,Andante,Low,Low,Low,4,Medium,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
High,Vivace,Low,Low,Low,4,Medium,FA Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Vivace,Low,Low,Low,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,High,LA Minor,[5 - 9.99],[0 - 19.99],Medium-High,Blues
High,Andante,Low,Low,Low,4,Medium,DO Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Andante,Low,Medium-High,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Andante,Low,Medium-Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Vivace,Low,Low,Medium-High,4,Medium,SI Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Andante,Low,High,Low,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium,Country
High,Andante,Low,Low,High,4,Medium,MI Minor,[5 - 9.99],[0 - 19.99],Medium-High,Blues
High,Moderato,Low,Low,Low,4,High,MI Minor,[1 - 2.99],[0 - 19.99],High,Rap
Medium,Vivace,Low,Medium-Low,Low,4,Medium,RE Minor,[3 - 4.99],[0 - 19.99],High,Country
Medium,Moderato,Low,High,Medium-Low,4,Low,MI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-Low,Vivace,Low,Low,Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium,Andante,Medium,Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-Low,Andante,Low,High,Medium-High,4,Medium,RE Minor,[1 - 2.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Vivace,Low,Low,Medium-High,4,Low,RE Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium,Andante,Low,Low,Low,4,Medium,RE Major,[1 - 2.99],[0 - 19.99],Medium-Low,Jazz
Low,Andante,Low,High,Low,3,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Moderato,Low,Low,Low,4,High,DO Major,[1 - 2.99],[0 - 19.99],High,Pop/Rock
Low,Moderato,Low,High,High,3,High,MI Major,[1 - 2.99],[0 - 19.99],Medium-Low,Blues
Low,Vivace,Low,High,Low,4,Medium,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Country
Medium-High,Vivace,Low,Medium,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],High,Pop/Rock
High,Moderato,Medium-Low,Low,Low,4,Medium,FA Major,[5 - 9.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Vivace,Low,Medium,Low,3,Low,SOL Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Andante,Low,Medium-Low,Low,4,High,SI Major,[1 - 2.99],[0 - 19.99],High,Pop/Rock
High,Vivace,Low,Low,Medium-Low,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
Medium,Vivace,Low,Low,Low,4,High,MI Major,[3 - 4.99],[0 - 19.99],High,Reggae
High,Moderato,Low,Low,High,4,High,SOL Major,[5 - 9.99],[0 - 19.99],Low,Rap
Medium-High,Moderato,Low,Medium-High,Low,4,Medium,MI Major,[3 - 4.99],[0 - 19.99],Medium,Jazz
Medium,Andante,Low,Low,High,4,Medium,SI Major,[3 - 4.99],[0 - 19.99],Medium-High,Blues
Medium-Low,Moderato,Low,Medium-High,Low,4,Medium,DO Minor,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
Medium-High,Moderato,Low,Medium-High,High,4,Medium,DO Major,[1 - 2.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,High,4,Medium,LA Major,[1 - 2.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Andante,Medium-Low,Low,Low,4,High,SOL Major,[3 - 4.99],[0 - 19.99],Medium,Rap
Low,Andante,Low,Medium-High,High,4,Medium,DO Minor,>10,[0 - 19.99],Low,Pop/Rock
Medium-High,Andante,Low,Low,Low,4,High,RE Major,[3 - 4.99],[0 - 19.99],Medium,Rap
High,Vivace,Medium-Low,Medium-Low,Low,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],Medium-High,Blues
High,Moderato,Low,Low,High,4,Medium,SI Minor,[3 - 4.99],[0 - 19.99],Medium-Low,R&B
High,Vivace,Low,Medium-Low,Low,4,High,LA Minor,[3 - 4.99],[0 - 19.99],High,Rap
Low,Andante,Low,High,High,4,Low,MI Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium,Lento,High,High,Low,4,Medium,SOL Major,>10,[0 - 19.99],Medium-Low,Rap
Medium-Low,Moderato,Low,High,High,4,Medium,FA Major,[3 - 4.99],[0 - 19.99],Medium,Blues
Medium-High,Moderato,Low,Low,Low,4,High,FA Minor,[3 - 4.99],[0 - 19.99],High,Pop/Rock
Medium-High,Vivace,Low,Low,Low,4,Low,LA Major,[1 - 2.99],[0 - 19.99],Medium-Low,Country
High,Presto,Low,Low,Low,4,Medium,DO Minor,[3 - 4.99],[0 - 19.99],Medium,Pop/Rock
High,Moderato,Low,Low,Medium-High,4,High,MI Minor,[5 - 9.99],[0 - 19.99],Medium-Low,Rap
Low,Andante,Low,High,Low,4,Low,LA Major,[1 - 2.99],[0 - 19.99],Low,Jazz
Low,Lento,Low,High,High,4,Low,FA Major,>10,[20 - 39.99],Low,Blues
Low,Andante,Low,High,High,4,Low,SOL Major,[1 - 2.99],[0 - 19.99],Low,Jazz
Low,Moderato,Low,High,Medium-High,5,Low,MI Major,<1,[20 - 39.99],Low,Country
Low,Andante,Low,High,Low,4,Low,MI Minor,[3 - 4.99],[0 - 19.99],Low,Jazz
Medium-High,Moderato,Low,Low,Low,4,Medium,MI Minor,[5 - 9.99],[0 - 19.99],Low,Pop/Rock
Low,Lento,Low,High,High,4,Low,LA Minor,[5 - 9.99],[20 - 39.99],Low,Jazz
Low,Andante,Low,High,High,3,Low,DO Minor,>10,[0 - 19.99],Low,Jazz
Low,Andante,Low,Medium,Medium-High,3,Low,RE Minor,>10,[20 - 39.99],Low,Jazz
High,Presto,Low,Low,Low,4,Medium,RE Minor,[3 - 4.99],[0 - 19.99],Medium-Low,Pop/Rock
High,Andante,Low,Low,Low,4,Medium,LA Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Low,Andante,Low,High,Low,3,Medium,FA Major,[1 - 2.99],[20 - 39.99],Low,Blues
Medium-Low,Andante,High,Low,Low,4,High,LA Major,[5 - 9.99],[0 - 19.99],Medium,Blues
Medium,Andante,Low,Medium,Medium,4,Medium,LA Minor,[3 - 4.99],[0 - 19.99],Medium,Blues
Medium-Low,Moderato,Low,Low,High,4,Medium,RE Major,[5 - 9.99],[0 - 19.99],Low,Jazz
Medium-High,Moderato,Low,High,High,4,High,LA Minor,[1 - 2.99],[0 - 19.99],Medium,Jazz
Medium-High,Moderato,Low,Low,Low,4,High,DO Major,[3 - 4.99],[0 - 19.99],Medium-High,Pop/Rock
Medium-High,Andante,Medium-Low,Low,Low,4,High,MI Minor,[3 - 4.99],[0 - 19.99],Medium-High,Rap
High,Moderato,Low,Low,Low,4,Low,RE Major,[1 - 2.99],[0 - 19.99],Medium-High,Pop/Rock
Medium,Moderato,Low,Medium-High,Medium,3,Medium,LA Major,[1 - 2.99],[0 - 19.99],Medium-High,Blues
High,Vivace,Medium-Low,Low,Low,1,Medium,SI Major,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium-High,Moderato,Low,Low,High,4,High,SOL Minor,[5 - 9.99],[0 - 19.99],Medium,Blues
Medium-Low,Moderato,Low,High,High,3,Low,SOL Minor,[3 - 4.99],[0 - 19.99],Low,Pop/Rock
Medium,Moderato,Low,Medium-Low,High,4,High,DO Major,[5 - 9.99],[0 - 19.99],Medium,Blues
Medium-High,Moderato,Low,Low,Medium,4,High,SI Major,[5 - 9.99],[0 - 19.99],Medium,Pop/Rock
